מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
1,0,53.7,2025,1235000,10868-3-4,דירה בבית,2.5,22998
2,0,81,2025,1350000,10869-125-4,דירה בבית,4,16667
3,הלל 14,88,2025,940000,12249-14-9,דירה בבית,3,10682
4,0,74.4,2025,1150000,10809-404-12,דירה בבית,3,15457
5,0,67.1,2025,1290000,10861-373-2,דירה בבית,3,19225
6,0,72.2,2025,1250000,10865-76-7,דירה בבית,3.5,17313
7,ברזילי 13,81,2025,770000,10864-89-10,דירה בבית,3,9506
8,0,48.45,2025,350000,10864-36-14,דירה בבית,2,7224
9,עבאס 96,64.5,2025,1270000,11362-36-22,דירה בבית,3,19690
10,רבי עקיבא 5,103.16,2025,1950000,10870-66-87,דירה בבית,4,18903
11,0,66,2025,1310000,10854-19-4,דירה בבית,3,19848
12,0,61.98,2025,1286000,10865-9-9,דירה בבית,4,20749
13,0,56.85,2025,1000000,10862-61-5,דירה בבית,3,17590
14,מסדה 5,55,2025,890000,12249-21-14,דירה בבית,2,16182
15,בעל שם-טוב 39,114.8,2025,2100000,10870-51-25,דירה בבית,5,18293
16,ארלוזורוב 94,61.45,2025,1000000,12249-38-8,דירה בבית,3,16273
17,0,62.2,2025,1165000,10866-46-10,דירה בבית,3,18730
18,0,67.5,2025,1075000,10810-271-1,דירה בבית,3,15926
19,הלל 13,54.7,2025,745000,12249-35-9,דירה בבית,2,13620
20,0,95,2025,1300000,10862-99-6,דירה בבית,4.5,13684
21,בעל שם-טוב 41,92.07,2025,1310000,10870-51-24,דירה בבית,4,14228
22,רמבן 23,86,2025,1710000,12525-6-64,דירה בבית,4,19884
23,0,51,2025,1165000,10861-43-5,דירה בבית,3,22843
24,אליהו גולומב 7,68.09,2025,1240000,12245-3-12,דירה בבית,4,18211
25,לאון בלום 60,72.74,2025,1250000,10870-72-123,דירה בבית,3,17184
26,רמבן 23,58,2025,1100000,12525-6-52,דירה בבית,3,18966
27,0,79,2025,1400000,10866-87-3,דירה בבית,3,17722
28,0,97.3,2025,1200000,10861-24-6,דירה בבית,4,12333
29,0,104.4,2025,1400000,10861-328-9,דירה בבית,4,13410
30,יחיאל 13,77.7,2025,1500000,12474-21-9,דירה בבית,3.5,19305
31,0,44.7,2025,1050000,10861-132-8,דירה בבית,2.5,23490
32,0,38.2,2025,720000,10811-33-9,דירה בבית,2,18848
33,0,46.55,2025,500000,10860-57-3,דירה בבית,2.5,10741
34,אחד העם 9,66.88,2025,850000,12453-3-12,דירה בבית,3,12709
35,חבס ברכה 12,103.6,2025,1470000,10926-3-12,דירה בבית,4,14189
36,0,86.39,2025,1150000,10861-156-11,דירה בבית,4,13312
37,0,57,2025,800000,10861-140-3,דירה בבית,2.5,14035
38,0,53.32,2025,890000,10860-52-12,דירה בבית,3,16692
40,0,57.5,2025,1300000,10868-100-1,דירה בבית,2,22609
41,0,47.59,2025,855000,10866-57-12,דירה בבית,3,17966
42,הפועל 14,52.6,2025,725000,12523-24-5,דירה בבית,3.5,13783
43,0,28,2025,490000,10868-54-8,דירה בבית,2,17500
44,0,46.77,2025,1180000,10861-199-2,דירה בבית,2,25230
45,חבס ברכה 5,74.5,2025,1300000,10926-14-3,דירה בבית,3,17450
46,0,80,2025,1150000,10861-208-3,דירה בבית,4,14375
47,0,52.6,2025,840000,10861-134-17,דירה בבית,2,15970
48,הבישוף חג'אר 8,79.07,2025,1850000,10913-169-3,דירה בבית,4,23397
49,0,88,2025,1350000,10907-15-124,דירה בבית,4,15341
50,0,34.2,2025,705000,10868-92-12,דירה בבית,2,20614
51,חנה סנש 1,75,2025,985000,12530-3-3,דירה בבית,3,13133
52,0,37,2025,780000,10866-72-6,דירה בבית,3,21081
53,0,67.68,2025,1200000,10865-66-22,דירה בבית,3,17730
54,הלל 27,65.6,2025,895000,12313-9-3,דירה בבית,2,13643
55,ילג 37,42.42,2025,970000,10864-33-6,דירה בבית,2,22867
56,0,52.66,2025,850000,10868-45-5,דירה בבית,2.5,16141
57,בילו 14,71.95,2025,1520000,10864-67-4,דירה בבית,3,21126
58,הקנאים 4,64,2025,860000,12523-13-3,דירה בבית,3,13438
59,0,77,2025,1100000,10810-271-3,דירה בבית,3,14286
60,הגפן 45,65,2025,1212100,11270-23-1,דירה בבית,3,18648
61,ציפורה זייד 12,58.4,2025,885000,12524-9-7,דירה בבית,2,15154
62,רמבן 4,68.05,2025,1170000,12520-18-9,דירה בבית,3.5,17193
63,הלל 45,39,2025,855000,12246-1-1,דירה בבית,2,21923
64,0,32.12,2025,730000,10861-262-2,דירה בבית,2,22727
65,0,56,2025,1150000,10869-13-10,דירה בבית,3,20536
66,חסן שוקרי 5,24,2025,555000,12223-14-432,דירה בבית,1,23125
67,0,39.38,2025,455000,10861-58-2,דירה בבית,1,11554
68,הלל 37,66,2025,1020000,12246-15-7,דירה בבית,3,15455
69,0,59.1,2025,920000,10810-209-4,דירה בבית,3,15567
71,0,78.46,2025,1150000,10810-179-3,דירה בבית,4,14657
72,0,57.47,2025,750000,10869-28-1,דירה בבית,3,13050
73,0,57,2025,1055000,10861-180-9,דירה בבית,2.5,18509
74,0,47.85,2025,1260000,10869-82-1,דירה בבית,2.5,26332
75,0,22.5,2025,415000,10865-11-1,דירה בבית,1,18444
76,שמואל 5,47,2025,890000,12249-3-4,דירה בבית,2,18936
77,0,45.58,2025,820000,10866-76-2,דירה בבית,2,17990
78,0,84,2025,1800000,10866-29-4,דירה בבית,5,21429
79,0,44,2025,835000,10809-530-2,דירה בבית,2,18977
80,0,78.7,2025,1475000,10861-79-10,דירה בבית,3,18742
81,דניאל 6,55.7,2025,630000,12224-9-8,דירה בבית,1.5,11311
82,שפינוזה 4,81.15,2025,1100000,12314-12-4,דירה בבית,4,13555
83,0,60,2025,660000,10869-184-7,דירה בבית,3,11000
84,החלוץ 65,27.2,2025,410000,10864-173-68,דירה בבית,2,15074
85,רבי עקיבא 41,82.9,2025,1340000,12525-5-49,דירה בבית,3,16164
86,חנה סנש 51,82.36,2025,1440000,10870-56-42,דירה בבית,4,17484
87,לבונטין 23,82.6,2025,1600000,12456-18-2,דירה בבית,3,19370
88,0,80,2025,1120000,10810-211-12,דירה בבית,4,14000
89,0,120,2025,1200000,10861-188-7,דירה בבית,5,10000
90,0,98,2025,1350000,10907-15-123,דירה בבית,4,13776
91,שמאי 3,55.8,2025,870000,12249-37-5,דירה בבית,2,15591
